Date,Open,High,Low,Close,Adj Close,Volume
2019-04-01,119.459999,125.430000,119.459999,123.599998,123.599998,2641800
2019-05-01,123.949997,123.949997,117.050003,117.580002,117.580002,3462700
2019-06-01,117.580002,126.000000,117.440002,123.989998,123.989998,2438300
2019-07-01,126.629997,133.160004,125.320000,129.050003,129.050003,3390000
2019-08-01,130.199997,131.399994,125.639999,130.630005,130.630005,2863900
2019-09-01,131.399994,138.410004,130.580002,134.490005,134.490005,3037100
2019-10-01,134.630005,139.089996,129.740005,138.550003,138.550003,3189000
2019-11-01,139.619995,145.410004,139.449997,140.210007,140.210007,2437700
2019-12-01,141.350006,144.020004,139.699997,140.539993,140.539993,2191700
2020-01-01,142.000000,143.759995,138.509995,138.839996,138.839996,3171900
2020-02-01,138.679993,144.389999,128.000000,130.750000,130.750000,4125100
2020-03-01,131.000000,133.990005,108.010002,119.949997,119.949997,9190400
2020-04-01,118.000000,128.789993,113.980003,123.589996,123.589996,4824100
2020-05-01,121.639999,129.320007,115.190002,126.010002,126.010002,4504400
2020-06-01,124.900002,132.130005,123.830002,125.629997,125.629997,4652900
2020-07-01,124.760002,128.149994,118.660004,119.339996,119.339996,4219500
2020-08-01,119.620003,136.910004,119.510002,132.429993,132.429993,3521200
2020-09-01,131.800003,136.309998,129.589996,132.440002,132.440002,3570200
2020-10-01,132.630005,133.820007,129.279999,131.289993,131.289993,2978500
2020-11-01,133.059998,144.649994,132.660004,134.460007,134.460007,3527100
2020-12-01,135.600006,156.300003,135.179993,154.570007,154.570007,5632900
2021-01-01,155.809998,155.809998,140.039993,140.520004,140.520004,6821600
2021-02-01,140.160004,163.369995,139.289993,147.929993,147.929993,8313600
2021-03-01,149.210007,159.550003,145.550003,156.059998,156.059998,8918000
2021-04-01,153.600006,157.979996,149.899994,150.770004,150.770004,5679300
2021-05-01,151.479996,166.779999,150.250000,165.979996,165.979996,5591700
2021-06-01,171.470001,185.380005,171.029999,174.839996,174.839996,7203400
2021-07-01,174.710007,181.860001,173.050003,179.839996,179.839996,4250500
2021-08-01,182.000000,185.990005,163.910004,174.229996,174.229996,4842200
2021-09-01,175.050003,187.449997,175.020004,177.750000,177.750000,4805500
2021-10-01,178.110001,179.000000,165.330002,176.570007,176.570007,4719900
2021-11-01,178.130005,188.179993,175.639999,177.850006,177.850006,4446000
2021-12-01,180.800003,188.949997,175.669998,185.300003,185.300003,5468000
2022-01-01,186.809998,213.740005,185.160004,198.449997,198.449997,8857000
2022-02-01,195.250000,203.949997,176.679993,182.949997,182.949997,5030800
2022-03-01,183.830002,186.000000,155.050003,180.250000,180.250000,7867700
2022-04-01,180.309998,183.130005,165.130005,171.000000,171.000000,4956300
2022-05-01,170.369995,175.139999,155.250000,166.369995,166.369995,6259000
2022-06-01,169.669998,170.369995,152.389999,154.169998,154.169998,4708200
2022-07-01,152.889999,162.779999,152.139999,162.589996,162.589996,3926400
2022-08-01,165.580002,167.039993,149.320007,149.369995,149.369995,4927300
2022-09-01,147.610001,147.869995,130.070007,130.289993,130.289993,5817500
2022-10-01,134.149994,140.179993,131.339996,138.809998,138.809998,5219600
2022-11-01,138.000000,148.649994,134.100006,147.690002,147.690002,3714800
2022-12-01,147.220001,148.240005,133.899994,136.580002,136.580002,3859300
2023-01-01,137.960007,150.399994,134.669998,147.110001,147.110001,4826800
2023-02-01,146.580002,149.009995,135.479996,135.919998,135.919998,4444100
2023-03-01,136.660004,141.759995,132.350006,141.690002,141.690002,4776000
2023-04-01,142.000000,143.050003,135.619995,135.960007,135.960007,2494000
2023-04-14,136.479996,137.119995,135.619995,135.960007,135.960007,279098
